시도명,시군구명,어린이집코드,어린이집명,어린이집유형구분,운영현황,우편번호,상세주소,어린이집전화번호,어린이집팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,제공서비스,데이터기준일자
경기도,부천시,41197000144,뜨란채어린이집,민간,Y,14772,"경기도 부천시 소사동로72번길 32 관리동 (소사본동, 소사주공뜨란채4단지아파트)",032-345-6606,032-345-6607,http://cafe.daum.net/new-c,4,90,0,7,31,31,37.47091897,126.8029472,미운영,2006-08-03,,,,일반,2021-02-15
경기도,부천시,41195000180,라온어린이집,민간,Y,14480,경기도 부천시 평천로861번길 28 (도당동),032-671-8007,032-328-8886,,9,246,2,18,88,78,37.51620222,126.7870115,운영,1997-07-08,,,,일반,2021-02-15
경기도,부천시,41197000076,라온제나어린이집,가정,Y,14788,"경기도 부천시 양지남로68번길 25 212동 102호 (범박동, 범박휴먼시아)",032-343-8274,,,4,64,1,6,20,20,37.46743799,126.8141072,미운영,1994-07-25,,,,일반,2021-02-15
경기도,부천시,41195000016,라일락어린이집,민간,Y,14540,"경기도 부천시 상동로117번길 64 관리동 1층 (상동, 라일락마을 대우이안,유림아파트)",032-323-7214,032-323-7214,,5,111,0,9,38,38,37.50848755,126.751042,미운영,2003-04-01,,,,시간연장형,2021-02-15
경기도,부천시,41190000287,랄랄라꼬마숲어린이집,민간,Y,14512,"경기도 부천시 평천로 680 관리동 1층 (약대동, 부천아이파크2단지)",032-322-0737,032-322-0738,,3,76,0,7,28,28,37.51469522,126.7661348,미운영,2018-03-19,,,,일반,2021-02-15
경기도,부천시,41190000049,룸비니덕유어린이집,국공립,Y,14536,"경기도 부천시 도약로 146 복지관 1층 (중동, 덕유마을주공1단지,2단지,4단지아파트)",032-324-7435,032-326-0502,,3,89,0,8,32,29,37.50910404,126.7658873,미운영,1995-10-06,,,,일반,2021-02-15
경기도,부천시,41199000092,룸비니오정어린이집,민간,Y,14436,경기도 부천시 부천로476번가길 66 (오정동),032-671-7617,032-671-7617,,3,150,0,9,39,35,37.52824045,126.7862712,미운영,1991-12-27,,,,일반,2021-02-15
경기도,부천시,41190000046,룸비니원종어린이집,국공립,Y,14429,경기도 부천시 성오로149번길 18 (오정동),032-676-3011,032-677-0107,www.wonjong.or.kr,3,100,0,7,27,21,37.5258912,126.7977843,미운영,1999-07-12,,,,장애아통합,2021-02-15
경기도,부천시,41195000190,리더아이어린이집,민간,Y,14640,경기도 부천시 부흥로414번길 32 (심곡동),032-611-7003,032-611-7003,,8,169,1,11,64,60,37.48795334,126.7855416,운영,1994-04-12,,,,일반,2021-02-15
경기도,부천시,41199000104,리라어린이집,민간,Y,14408,경기도 부천시 역곡로482번길 51 (고강동),032-683-1170,032-683-1170,,5,156,0,0,49,0,37.52674663,126.818802,운영,1996-11-15,,,,일반,2021-02-15
경기도,부천시,41195000330,리베어린이집,가정,Y,14613,"경기도 부천시 중동로 108 105동 104호 (중동, 팰리스카운티)",032-612-2500,,,3,67,0,7,19,19,37.49165636,126.7669484,미운영,2013-11-19,,,,일반,2021-02-15
경기도,부천시,41190000288,리터러시어린이집,가정,Y,14787,"경기도 부천시 옥길로 55 705동 103호 (옥길동, 엘에이치센트리뷰)",032-341-4534,032-341-4534,,4,52,0,6,17,17,37.46632023,126.8207792,미운영,2018-03-22,,,,일반,2021-02-15
경기도,부천시,41195000316,리틀아이꿈어린이집,가정,Y,14535,"경기도 부천시 도약로 206 202동 104호 (약대동, 부천위브트레지움2단지아파트)",032-233-0771,032-678-0771,,3,54,0,5,18,17,37.51015275,126.770931,미운영,2012-01-18,,,,일반,2021-02-15
경기도,부천시,41190000250,리틀엔젤어린이집,가정,Y,14586,"경기도 부천시 조마루로 134 1114동 104호 (중동, 보람마을아주아파트)",032-322-2349,032-327-2349,http://cafe.naver.com/3222349,4,62,0,8,20,20,37.49760061,126.7568246,미운영,2014-12-26,,,,일반,2021-02-15
경기도,부천시,41197000145,리틀정연어린이집,가정,Y,14721,"경기도 부천시 중동로71번길 39 102동 104호 (송내동, 뉴서울아파트)",032-666-2486,032-666-2486,,3,58,0,5,19,13,37.48585293,126.7628507,미운영,2008-05-16,,,,일반,2021-02-15
경기도,부천시,41195000126,린강어린이집,민간,Y,14598,"경기도 부천시 부일로205번길 47 3층 (상동, 서진프라자)",032-325-0833,032-325-0834,lingang.co.kr,3,76,0,7,23,21,37.49080525,126.7531222,운영,1996-02-09,,,,일반,2021-02-15
경기도,부천시,41199000048,맑은샘어린이집,민간,Y,14494,경기도 부천시 신흥로365번길 21 (내동),032-672-9325,032-672-9325,www.kids4u.co.kr,8,140,0,9,48,45,37.51657392,126.7692041,운영,1991-12-27,,,,일반,2021-02-15
경기도,부천시,41195000265,맑은세상어린이집,가정,Y,14538,"경기도 부천시 중동로279번길 22 516동 104호 (중동, 은하마을 쌍용,효성아파트)",032-323-6865,032-321-8635,,4,84,0,6,20,19,37.50603956,126.7690243,미운영,2008-06-02,,,,일반,2021-02-15
경기도,부천시,41195000327,메리츠어린이집,직장,Y,14623,경기도 부천시 송내대로 66 (상동),032-323-1020,,,3,123,0,7,45,15,37.48929419,126.7545306,미운영,2013-02-25,,,,일반,2021-02-15
경기도,부천시,41199000042,명문어린이집,민간,Y,14426,경기도 부천시 소사로819번길 47 (원종동),032-673-9549,032-673-9549,,8,285,2,14,99,73,37.52949556,126.8021535,운영,2000-01-13,,,,일반,2021-02-15
경기도,부천시,41195000211,목련어린이집,민간,Y,14595,"경기도 부천시 신상로 91 관리동 1층 (상동, 목련마을 상록아파트)",032-325-4279,032-325-4278,,3,80,0,7,26,22,37.4956181,126.7474591,미운영,2003-10-07,,,,일반,2021-02-15
경기도,부천시,41190000272,무지개어린이집,가정,Y,14504,경기도 부천시 호수로4번길 33-10 1층 (상동),032-321-3564,032-321-3564,http://cafe.naver.com/bcrainbow,3,64,0,6,20,14,37.51314428,126.7531411,미운영,2018-01-29,,,,일반,2021-02-15
경기도,부천시,41199000069,미래i어린이집,민간,Y,14484,경기도 부천시 삼작로302번길 41-6 (여월동),032-672-2926,032-672-2927,,6,174,1,10,63,59,37.51817573,126.7954884,운영,1997-01-31,,,,일반,2021-02-15
경기도,부천시,41195000240,미래어린이집,민간,Y,14459,경기도 부천시 성곡로97번길 46 (도당동),032-684-6841,032-681-6847,,7,127,0,13,48,46,37.5217553,126.7930856,운영,2007-04-11,,,,시간연장형,2021-02-15
경기도,부천시,41195000334,미리내누리어린이집,가정,Y,14579,"경기도 부천시 조마루로285번길 47 913동 103호 (중동, 미리내마을 금호,한신,한양아파트)",032-325-1311,032-325-1311,,3,64,0,7,19,19,37.50038442,126.772042,미운영,2013-12-02,,,,일반,2021-02-15
경기도,부천시,41195000086,미소어린이집,가정,Y,14536,"경기도 부천시 중동로 327 232동 104호 (중동, 덕유마을 주공3단지아파트)",032-223-5022,,http://cafe.daum.net/miso5022,3,50,0,6,15,15,37.50959413,126.7684705,미운영,1999-01-27,,,,일반,2021-02-15
경기도,부천시,41197000001,민들레어린이집,민간,Y,14712,경기도 부천시 심곡로21번길 25 1층 (심곡본동),032-652-0203,,,5,78,0,1,21,0,37.4819643,126.7771677,미운영,2003-05-01,,,,시간연장형,2021-02-15
경기도,부천시,41195000092,밀알몬테소리어린이집,가정,Y,14596,"경기도 부천시 장말로 71 1512동 102호 (상동, 한아름마을 라이트,현대1차아파트)",032-321-3395,,,4,59,0,7,19,18,37.49445572,126.7505927,미운영,2004-03-04,,,,일반,2021-02-15
경기도,부천시,41190000029,밀알어린이집,법인·단체,Y,14660,경기도 부천시 소사로320번길 34 (소사동),032-349-3061,032-347-7676,https://band.us/band/6176013,6,157,1,18,59,57,37.48561146,126.7953885,미운영,1997-04-19,,,,시간연장형,2021-02-15
경기도,부천시,41195000051,바다와별에듀어린이집,가정,Y,14667,"경기도 부천시 지봉로143번길 7 103동 101호 (역곡동, 대림e편한세상1차아파트)",032-235-0874,032-235-0874,,4,56,0,7,20,20,37.48973408,126.8141293,미운영,2004-12-15,,,,일반,2021-02-15
경기도,부천시,41197000089,바다의별어린이집,민간,Y,14768,경기도 부천시 소사로148번길 94 (소사본동),032-347-3172,032-343-9128,,4,128,0,8,48,38,37.47134565,126.8008189,운영,1995-03-11,,,,일반,2021-02-15
경기도,부천시,41195000263,바른길어린이집,민간,Y,14639,경기도 부천시 부흥로424번길 41 1층 (심곡동),032-668-7978,032-612-7911,,5,90,0,7,34,30,37.48666942,126.7868616,미운영,2008-05-21,,,,일반,2021-02-15
경기도,부천시,41195000046,반달선교어린이집,가정,Y,14597,"경기도 부천시 상일로 71 1807동 105호 (상동, 반달마을, 건영,동아,선경아파트)",032-325-5578,,,3,54,0,6,20,17,37.49181029,126.7531586,미운영,1998-06-18,,,,일반,2021-02-15
경기도,부천시,41190000275,반디어린이집,민간,Y,14786,"경기도 부천시 양지로 234-10 한신더휴 관리동 (옥길동, 제이드카운티 1단지)",032-343-8909,,,6,173,1,10,63,61,37.46591041,126.8263055,미운영,2018-02-19,,,,일반,2021-02-15
경기도,부천시,41197000063,반딧불i어린이집,민간,Y,14705,경기도 부천시 소삼로 1 (소사본동),032-344-1073,032-344-1073,,5,169,0,8,49,48,37.4790514,126.793306,운영,1999-12-24,,,,일반,2021-02-15
경기도,부천시,41195000331,반딧불어린이집,가정,Y,14591,"경기도 부천시 조마루로 48 2701동 101호 (상동, 백송마을 상동자이)",032-322-2882,,,3,69,0,7,20,20,37.50042485,126.7493017,미운영,2013-12-02,,,,일반,2021-02-15
경기도,부천시,41195000013,반석어린이집,민간,Y,14537,"경기도 부천시 계남로 106 관리동 (중동, 금강마을아파트)",032-321-1317,032-324-7775,,6,194,1,11,82,63,37.50782373,126.7624473,운영,1997-02-04,,,,일반,2021-02-15
경기도,부천시,41195000084,백송어린이집,가정,Y,14591,"경기도 부천시 부흥로 49 2727동 103호 (상동, 백송마을 풍림아이원)",032-325-5521,032-321-5833,,3,57,0,7,18,18,37.49978945,126.7506533,미운영,2003-02-19,,,,일반,2021-02-15
경기도,부천시,41190000263,버들어린이집,가정,Y,14786,"경기도 부천시 옥길로 80 605동 101호 (옥길동, 엘에이치옥길브리즈힐)",032-348-5994,032-348-5994,,4,71,0,5,20,20,,126.977963,미운영,2016-10-19,,,,일반,2021-02-15
경기도,부천시,41190000006,범박어린이집,국공립,Y,14782,경기도 부천시 범안로129번길 17 (범박동),032-341-0080,032-341-0186,,4,172,2,16,84,82,37.4706522,126.8097642,미운영,1982-03-02,,,,장애아통합,2021-02-15
경기도,부천시,41190000240,범박주공어린이집,국공립,Y,14781,"경기도 부천시 양지로 20-1 관리동 (범박동, 범박휴먼시아1단지)",032-348-8868,032-349-8868,http://cafe.daum.net/bumbakchild,3,106,0,10,40,35,37.47812052,126.8069583,미운영,2010-11-04,,,,시간연장형,2021-02-15
경기도,부천시,41195000163,베베숲어린이집,가정,Y,14667,"경기도 부천시 지봉로143번길 7 101동 102호 (역곡동, 대림e편한세상1차아파트)",032-342-3347,032-341-8322,,4,52,0,6,19,19,37.48896093,126.8137638,미운영,1996-06-08,,,,일반,2021-02-15
경기도,부천시,41195000208,별다래어린이집,민간,Y,14647,경기도 부천시 부흥로 473 (소사동),032-346-3820,032-346-3820,,7,99,0,8,34,22,37.48587921,126.7913452,미운영,1999-09-28,,,,일반,2021-02-15
경기도,부천시,41199000137,별빛마을어린이집,민간,Y,14479,"경기도 부천시 길주로573번길 37 주민복지동 (여월동, 여월휴먼시아3단지아파트)",032-675-7542,032-675-7542,,3,85,0,0,32,0,37.509496,126.8060372,미운영,2007-12-06,,,,일반,2021-02-15
경기도,부천시,41197000139,별빛어린이집,가정,Y,14721,"경기도 부천시 중동로71번길 39 109동 101호 (송내동, 뉴서울아파트)",032-661-0153,032-661-0153,http://cafe.naver.com/6610153,4,89,0,5,20,11,37.48585293,126.7628507,미운영,2011-01-14,,,,시간연장형,2021-02-15
경기도,부천시,41195000313,보람브레인어린이집,가정,Y,14652,경기도 부천시 부일로 586 1층 (소사동),032-347-0642,070-7352-0641,http://cafe.naver.com/borambrain,4,60,0,4,19,18,37.48406028,126.7944568,미운영,2011-01-31,,,,일반,2021-02-15
경기도,부천시,41195000320,보람아트브레인어린이집,민간,Y,14661,경기도 부천시 부일로619번길 26-29 (소사동),032-347-0643,032-347-0640,http://cafe.naver.com/borambrain,9,253,4,15,89,85,37.4854958,126.8002401,운영,2012-04-27,,,,일반,2021-02-15
경기도,부천시,41195000067,보람어린이집,가정,Y,14506,"경기도 부천시 상동로 196 2108동 104호 (상동, 다정한마을 상동뜨란채아파트)",032-327-9788,032-231-9788,,3,60,0,4,20,7,37.51472235,126.7562207,미운영,2003-03-06,,,,일반,2021-02-15
경기도,부천시,41195000028,보륜어린이집,민간,Y,14664,경기도 부천시 역곡로 39 (역곡동),032-344-1714,032-347-1714,boryun.acapia.co.kr,4,113,0,4,43,12,37.4886574,126.808851,운영,2002-02-06,,,,일반,2021-02-15
경기도,부천시,41195000068,보물섬어린이집,가정,Y,14609,"경기도 부천시 중동로 166 1712동 101호 (중동, 복사골마을 건영아이숲,건영캐스빌아파트)",032-612-0843,032-611-0843,http://cafe.daum.net/bomulpoint,4,55,0,5,19,10,37.49415749,126.7681043,미운영,1996-02-01,,,,일반,2021-02-15
경기도,부천시,41199000159,보배어린이집,가정,Y,14484,"경기도 부천시 삼작로306번길 34 101동 101호 (여월동, 성원주택)",032-683-9696,,,4,51,0,4,19,5,37.51892513,126.7966453,운영,2009-07-01,,,,시간연장형,2021-02-15
경기도,부천시,41190000008,복사골문화센터어린이집,국공립,Y,14596,경기도 부천시 장말로 107 (상동),032-325-4413,032-325-4484,http://kid.bucheoni.or.kr,7,383,1,22,129,115,37.49492509,126.7543496,미운영,1999-06-30,,,,장애아통합+시간제보육,2021-02-15
경기도,부천시,41195000132,부곡어린이집,민간,Y,14611,경기도 부천시 장말로271번길 24 (심곡동),032-655-8007,032-675-2004,http://cafe.daum.net/bugokgs,6,243,3,11,64,64,37.49269438,126.7725267,미운영,1998-01-19,,,,시간연장형,2021-02-15
경기도,부천시,41195000087,부천민들레어린이집,가정,Y,14536,"경기도 부천시 도약로 146 206동 105호 (중동, 덕유마을주공1단지,2단지,4단지아파트)",032-325-1093,032-325-1093,,3,42,0,6,16,15,37.50959413,126.7684705,미운영,2004-03-16,,,,일반,2021-02-15
경기도,부천시,41199000112,부천삼성어린이집,민간,Y,14463,경기도 부천시 성오로 29 1~3층 (여월동),032-682-8520,032-682-8535,,7,538,1,27,148,133,37.51704055,126.8032156,미운영,2006-11-01,,,,장애아통합,2021-02-15
경기도,부천시,41195000089,부천시청어린이집,직장,Y,14547,경기도 부천시 길주로 210-2 (중동),032-326-7175,032-326-7178,,21,830,1,51,250,212,37.50350323,126.7657996,미운영,1997-08-14,,,,시간연장형,2021-02-15
경기도,부천시,41195000123,부천신나는어린이집,가정,Y,14537,"경기도 부천시 계남로 106 410동 102호 (중동, 금강마을아파트)",032-321-7087,,,4,58,0,8,20,20,37.50782373,126.7624473,미운영,2002-09-19,,,,일반,2021-02-15
경기도,부천시,41195000139,부천어린이집,가정,Y,14619,"경기도 부천시 중동로 107 125동 101호 (중동, 팰리스카운티)",032-652-0174,070-7843-2066,,4,51,0,5,19,15,37.48781208,126.7681565,미운영,1998-09-01,,,2008-01-19,일반,2021-02-15
경기도,부천시,41190000259,부천오정경찰서어린이집,직장,Y,14485,경기도 부천시 소사로 631 (여월동),032-677-5656,,,7,289,1,21,64,45,,126.977963,미운영,2016-08-24,,,,일반,2021-02-15
경기도,부천시,41190000278,부천중동어린이집,국공립,Y,14613,"경기도 부천시 중동로 108 110동 105호 (중동, 팰리스카운티)",032-653-7469,,,4,84,0,7,19,19,37.49180781,126.7669886,미운영,2018-03-02,,,,시간연장형,2021-02-15
경기도,부천시,41199000040,붕붕어린이집,민간,Y,14422,경기도 부천시 성지로42번길 9-4 (고강동),032-676-2692,032-676-2692,,10,231,1,15,87,85,37.52388642,126.8114937,운영,1996-04-09,,,,일반,2021-02-15
경기도,부천시,41197000185,빛나는어린이집,민간,Y,14788,"경기도 부천시 양지남로68번길 25 관리동 (범박동, 범박휴먼시아)",032-342-4546,032-342-4547,,6,237,1,9,57,52,37.47059278,126.8096792,미운영,2011-04-01,,,,시간연장형,2021-02-15
경기도,부천시,41199000093,빛나어린이집,가정,Y,14421,"경기도 부천시 원종로107번길 14-11 101동 101호 (고강동, 동광모닝스카이아파트1)",032-679-0095,032-679-0095,,3,73,0,6,20,18,37.52515843,126.8131133,운영,1995-02-14,,,,일반,2021-02-15
경기도,부천시,41195000053,삐아제어린이집,가정,Y,14596,"경기도 부천시 부흥로 100 1533동 104호 (상동, 한아름마을 동성,동아,삼환아파트)",032-324-0902,032-329-0773,,3,53,0,6,20,18,37.49499574,126.7497787,미운영,1997-10-02,,,,일반,2021-02-15
경기도,부천시,41195000295,사과나무어린이집,가정,Y,14575,"경기도 부천시 옥산로 16 1411동 104호(중동, 연화마을 건영캐스빌아파트)",032-323-4780,,http://town.cyworld.com/appletree4you,4,62,0,6,20,20,37.49507905,126.7816379,미운영,2009-06-03,,,,일반,2021-02-15
경기도,부천시,41197000041,사랑가득한어린이집,민간,Y,14689,"경기도 부천시 범안로 55 115호 (괴안동, 홈타운프라자)",032-347-8588,032-347-8588,,3,68,0,11,24,24,37.47691418,126.8080827,운영,2010-05-03,,,,일반,2021-02-15
경기도,부천시,41195000305,사랑나무어린이집,민간,Y,14551,"경기도 부천시 계남로 336 1층 (중동, 부천근로자종합복지관)",032-661-8001,032-232-1949,,4,113,0,6,39,26,37.50087053,126.7828285,미운영,2001-08-28,,,,일반,2021-02-15
경기도,부천시,41195000214,사랑드림어린이집,민간,Y,14573,경기도 부천시 부천로86번길 18 (심곡동),032-654-7318,032-654-7318,http://cafe.naver.com/lovedream6893,4,121,0,9,45,36,37.49135242,126.7853355,운영,2002-03-15,,,,일반,2021-02-15
경기도,부천시,41199000059,사랑마을어린이집,가정,Y,14460,"경기도 부천시 성곡로98번길 42 103호 (여월동, 아남아파트)",032-684-5596,032-684-5596,,3,58,0,5,16,6,37.52088139,126.7979518,미운영,1999-05-18,,,,시간연장형,2021-02-15
경기도,부천시,41195000085,사랑몬테소리어린이집,민간,Y,14593,경기도 부천시 상이로51번길 30 (상동),032-323-3881,032-323-8304,,5,203,1,14,76,68,37.4934567,126.742471,운영,2005-10-13,,,,일반,2021-02-15
경기도,부천시,41197000165,사랑샘어린이집,민간,Y,14757,경기도 부천시 호현로433번길 14 (소사본동),032-345-2789,032-345-2795,,5,117,0,9,44,41,37.47646939,126.7916653,운영,2008-01-30,,,,일반,2021-02-15
경기도,부천시,41190000268,사랑숲어린이집,민간,Y,14553,경기도 부천시 부천로 189-1 1층 (춘의동),032-613-9354,032-613-9354,,4,111,0,9,32,30,37.50120386,126.7862483,운영,2018-01-18,,,,일반,2021-02-15
경기도,부천시,41197000032,사랑어린이집,가정,Y,14777,"경기도 부천시 범안로96번길 23 410동 104호 (범박동, 부천범박힐스테이트4단지아파트)",032-349-5600,,,3,58,0,5,20,20,37.472748,126.808334,미운영,2003-11-28,,,,일반,2021-02-15
경기도,부천시,41195000194,사랑으로크는어린이집,가정,A,14584,"경기도 부천시 중동로 187 1210동 104호 (중동, 무지개마을 LG아파트)",032-324-5897,032-324-5897,,3,54,0,6,20,20,37.49650161,126.7667743,미운영,1996-03-20,2009-11-01,2010-10-31,,일반,2021-02-15
경기도,부천시,41195000241,사랑키즈어린이집,가정,Y,14581,"경기도 부천시 부흥로303번길 31 1330동 102호 (중동, 그린타운 금호,한양아파트)",032-325-8226,032-325-8226,,4,75,0,6,20,12,37.49532142,126.7733148,미운영,2007-04-27,,,,일반,2021-02-15
경기도,부천시,41195000104,사랑해어린이집,가정,Y,14506,"경기도 부천시 상동로 196 2101동 103호 (상동, 다정한마을 상동뜨란채아파트)",032-244-5959,032-326-3775,,4,62,0,6,20,19,37.51472235,126.7562207,미운영,2003-01-25,,,,일반,2021-02-15
경기도,부천시,41195000109,사랑해은하수어린이집,가정,Y,14579,"경기도 부천시 조마루로 231 933동 104호 (중동, 미리내마을 동성아파트)",032-322-1233,032-322-1233,,4,66,0,7,20,20,37.50025312,126.7704549,미운영,1999-06-11,,,,일반,2021-02-15
경기도,부천시,41195000277,사임당어린이집,가정,Y,14613,"경기도 부천시 중동로 108 119동 102호 (중동, 팰리스카운티)",032-665-0582,,,4,58,0,6,20,20,37.49103644,126.7683101,미운영,2009-02-16,,,,일반,2021-02-15
경기도,부천시,41190000258,산들바람어린이집,민간,Y,14786,"경기도 부천시 옥길로 80 관리동 1층 (옥길동, 엘에이치옥길브리즈힐)",032-342-3215,,,6,204,1,10,77,73,37.46284936,126.8206609,미운영,2016-08-09,,,,일반,2021-02-15
경기도,부천시,41195000315,산들어린이집,가정,Y,14535,"경기도 부천시 도약로 206 202동 101호 (약대동, 부천위브트레지움2단지아파트)",032-205-1066,,http://cafe.daum.net/sandeul9826,3,59,0,6,18,18,37.51489216,126.7645312,미운영,2012-01-13,,,,일반,2021-02-15
경기도,부천시,41197000069,산어린이집,협동,Y,14745,경기도 부천시 성주로 80번길 16 (송내동),032-666-9213,032-666-9214,sanjib.gongdong.or.kr,5,208,0,9,49,40,37.47936758,126.7656072,미운영,2001-01-03,,,,일반,2021-02-15
경기도,부천시,41197000102,삼일어린이집,민간,Y,14749,경기도 부천시 성주로212번길 6 1층 (심곡본동),032-668-6012,032-668-6012,,3,83,0,7,31,30,37.47797474,126.7797165,운영,2004-12-03,,,,일반,2021-02-15
경기도,부천시,41190000056,상2동어린이집,국공립,Y,14589,경기도 부천시 조마루로 95 (상동),032-329-4224,032-329-4334,,5,209,3,12,79,77,37.50058154,126.7542444,미운영,2006-07-01,,,,장애아통합,2021-02-15
경기도,부천시,41195000269,상동맑은샘어린이집,가정,Y,14594,"경기도 부천시 상이로 46 2901동 107호 (상동, 벚꽃마을 세종그랑시아)",032-322-0150,032-322-0150,,4,68,0,7,20,20,37.49290536,126.7448515,미운영,2008-09-04,,,,일반,2021-02-15
경기도,부천시,41195000260,상동사랑샘어린이집,가정,Y,14601,경기도 부천시 상일로149번길 26-13 (상동),032-323-1265,032-323-1265,,4,59,0,7,19,18,37.49203386,126.7599318,미운영,2008-01-15,2011-10-07,2012-02-28,2011-04-01,일반,2021-02-15
경기도,부천시,41195000339,상동아기별어린이집,가정,Y,14591,"경기도 부천시 부흥로 71 2719동 102호(상동, 백송마을동남)",032-226-2620,032-227-2620,cafe.daum.net/tkdehddkrlquf,3,72,0,7,20,20,37.49787747,126.7496156,미운영,2013-12-16,,,,일반,2021-02-15
경기도,부천시,41195000333,상동아기천사어린이집,가정,Y,14596,"경기도 부천시 장말로 107 1824동 101호(상동, 반달마을삼익아파트)",032-327-0337,032-327-0337,,3,76,0,6,20,20,37.49334415,126.7532967,미운영,2013-12-02,,,,일반,2021-02-15
경기도,부천시,41190000018,상동어린이집,국공립,Y,14596,"경기도 부천시 장말로 107 1층 (상동, 복사골문화센터)",032-655-1568,032-656-1568,sangdong.0363.net,5,166,0,8,49,48,37.48884153,126.7620821,미운영,1987-03-09,,,,시간연장형,2021-02-15
경기도,부천시,41195000113,상동이삭어린이집,민간,A,14506,"경기도 부천시 상동로 196 관리동(상동, 다정한마을 상동 뜨란채아파트)",032-249-9139,032-329-9139,,3,67,0,5,23,13,37.51472235,126.7562207,미운영,2002-12-16,,,2011-04-01,일반,2021-02-15
경기도,부천시,41195000114,상동제일어린이집,가정,Y,14508,"경기도 부천시 도약로 16 2301동 101호(상동, 라일락마을경남아너스빌)",032-321-0065,032-321-0065,,4,66,0,9,20,14,37.51186482,126.7510617,미운영,2003-01-25,,,,일반,2021-02-15
경기도,부천시,41195000261,상동피터팬어린이집,가정,Y,14541,"경기도 부천시 계남로 72 2231동 102호(상동, 진달래마을효성아파트)",032-325-4866,032-325-4866,,4,58,0,8,20,20,37.50878666,126.7564354,미운영,2008-02-01,,,,일반,2021-02-15
경기도,부천시,41195000017,상록어린이집,민간,Y,14595,"경기도 부천시 신상로 45 관리동(상동, 목련마을 상록아파트)",032-321-3310,032-321-3310,,3,83,0,8,31,31,37.4956181,126.7474591,미운영,2003-12-12,,,,일반,2021-02-15
경기도,부천시,41190000243,상미어린이집,가정,Y,14593,경기도 부천시 상이로67번길 31-7 (상동),032-324-3757,,,3,65,0,4,20,10,37.49452825,126.7424054,미운영,2014-12-05,,,,일반,2021-02-15
경기도,부천시,41195000141,상지어린이집,민간,Y,14618,경기도 부천시 석천로60번길 40-1 (상동),032-652-6137,032-652-6137,,6,186,1,16,70,66,37.49218885,126.7635433,미운영,1995-01-13,,,,시간연장형,2021-02-15
경기도,부천시,41197000085,새그림나라예능어린이집,민간,Y,14766,경기도 부천시 은성로68번길 76 (소사본동),032-346-1110,032-345-8534,,7,225,1,10,85,59,37.47182883,126.7981805,운영,2006-03-23,,,,일반,2021-02-15
경기도,부천시,41195000219,새둥지어린이집,가정,Y,14666,"경기도 부천시 안곡로279번길 42 304동 101호 (역곡동, 동부센트레빌3단지아파트)",032-344-0114,032-344-0114,,4,64,0,6,20,20,37.49150567,126.8120828,미운영,2006-09-18,,,,일반,2021-02-15
경기도,부천시,41195000074,새들어린이집,가정,Y,14591,"경기도 부천시 조마루로 48 2702동 101호 (상동, 백송마을 상동자이)",032-326-5437,032-326-5437,,3,59,0,6,20,18,37.49978945,126.7506533,미운영,2003-10-28,,,,일반,2021-02-15
경기도,부천시,41190000040,새롬어린이집,법인·단체,Y,14518,경기도 부천시 수도로38번길 23 (약대동),032-676-0154,032-682-4800,http://cafa.naver.com/saeromkids,4,103,0,6,39,24,37.51240088,126.770897,미운영,2007-08-31,,,,일반,2021-02-15
경기도,부천시,41197000083,새별나라어린이집,민간,Y,14730,경기도 부천시 송내대로30번길 84-7 (송내동),032-612-3484,032-614-3484,,8,455,1,12,106,56,37.48561799,126.7581654,운영,1997-09-08,,,,일반,2021-02-15
경기도,부천시,41195000138,새봄어린이집,가정,Y,14596,"경기도 부천시 장말로 71 1507동 106호 (상동, 한아름마을)",032-224-6048,032-224-6048,,4,58,0,6,19,19,37.49579912,126.7488931,미운영,1999-11-24,,,,일반,2021-02-15
경기도,부천시,41195000326,새샛별아이어린이집,국공립,Y,14532,"경기도 부천시 정주로34번가길 12 101동 103호(도당동, 삼익플라주아파트)",032-675-0807,,,3,75,0,7,20,20,37.50830014,126.7791828,미운영,2017-01-01,,,,일반,2021-02-15
경기도,부천시,41195000081,새샛별어린이집,민간,Y,14535,"경기도 부천시 계남로 195 관리동(중동, 설악마을주공아파트)",032-322-0807,032-322-0807,www.ssbkid.com,4,122,0,7,46,44,37.50835003,126.7709136,미운영,1993-10-25,,,,시간연장형,2021-02-15
경기도,부천시,41190000003,새소망어린이집,법인·단체,Y,14689,경기도 부천시 안곡로 78 (괴안동),032-343-0258,032-342-4766,,6,298,2,12,93,85,37.47811588,126.811286,운영,1996-01-06,,,,일반,2021-02-15
경기도,부천시,41195000179,새솔어린이집,민간,Y,14607,경기도 부천시 석천로78번길 30-1 (중동),032-661-0119,032-661-0119,,6,99,0,4,22,13,37.49248075,126.7688024,미운영,2005-01-28,,,,일반,2021-02-15
경기도,부천시,41197000098,새순어린이집,민간,Y,14734,경기도 부천시 심곡로46번길 64 (송내동),032-613-9008,032-613-9008,,5,103,0,9,39,36,37.48021317,126.771828,운영,1995-04-10,,,,일반,2021-02-15
경기도,부천시,41195000158,새슬기어린이집,민간,Y,14611,경기도 부천시 장말로 297 (심곡동),032-654-5728,032-654-5728,,5,153,0,8,46,30,37.49149901,126.775018,운영,1998-03-16,,,,일반,2021-02-15
