"시군구별","보험료분위별","가입자구분별","항목","단위","2019 년",
"중랑구","10분위","직장","적용인구","명","19393",
"중랑구","10분위","근로자","가입자","명","5441",
"중랑구","10분위","근로자","평균보험료","원","315226",
"중랑구","10분위","근로자","적용인구","명","16746",
"중랑구","10분위","공교","가입자","명","849",
"중랑구","10분위","공교","평균보험료","원","248781",
"중랑구","10분위","공교","적용인구","명","2647",
"중랑구","10분위","지역","세대수","세대","6729",
"중랑구","10분위","지역","평균보험료","원","330063",
"중랑구","10분위","지역","적용인구","명","16199",
"성북구","계","계","세대수","세대","214022",
"성북구","계","계","평균보험료","원","116699",
"성북구","계","계","적용인구","명","415996",
"성북구","계","직장","가입자","명","144749",
"성북구","계","직장","평균보험료","원","118289",
"성북구","계","직장","적용인구","명","293835",
"성북구","계","근로자","가입자","명","134853",
"성북구","계","근로자","평균보험료","원","114500",
"성북구","계","근로자","적용인구","명","270252",
"성북구","계","공교","가입자","명","9896",
"성북구","계","공교","평균보험료","원","169928",
"성북구","계","공교","적용인구","명","23583",
"성북구","계","지역","세대수","세대","69273",
"성북구","계","지역","평균보험료","원","113376",
"성북구","계","지역","적용인구","명","122161",
"성북구","1분위","계","세대수","세대","20858",
"성북구","1분위","계","평균보험료","원","26956",
"성북구","1분위","계","적용인구","명","32458",
"성북구","1분위","직장","가입자","명","17016",
"성북구","1분위","직장","평균보험료","원","31360",
"성북구","1분위","직장","적용인구","명","27408",
"성북구","1분위","근로자","가입자","명","16999",
"성북구","1분위","근로자","평균보험료","원","31357",
"성북구","1분위","근로자","적용인구","명","27381",
"성북구","1분위","공교","가입자","명","17",
"성북구","1분위","공교","평균보험료","원","34557",
"성북구","1분위","공교","적용인구","명","27",
"성북구","1분위","지역","세대수","세대","3842",
"성북구","1분위","지역","평균보험료","원","7450",
"성북구","1분위","지역","적용인구","명","5050",
"성북구","2분위","계","세대수","세대","17665",
"성북구","2분위","계","평균보험료","원","41663",
"성북구","2분위","계","적용인구","명","27662",
"성북구","2분위","직장","가입자","명","12999",
"성북구","2분위","직장","평균보험료","원","52018",
"성북구","2분위","직장","적용인구","명","21449",
"성북구","2분위","근로자","가입자","명","12918",
"성북구","2분위","근로자","평균보험료","원","52018",
"성북구","2분위","근로자","적용인구","명","21344",
"성북구","2분위","공교","가입자","명","81",
"성북구","2분위","공교","평균보험료","원","52061",
"성북구","2분위","공교","적용인구","명","105",
"성북구","2분위","지역","세대수","세대","4666",
"성북구","2분위","지역","평균보험료","원","12814",
"성북구","2분위","지역","적용인구","명","6213",
"성북구","3분위","계","세대수","세대","21238",
"성북구","3분위","계","평균보험료","원","43884",
"성북구","3분위","계","적용인구","명","32336",
"성북구","3분위","직장","가입자","명","13872",
"성북구","3분위","직장","평균보험료","원","58949",
"성북구","3분위","직장","적용인구","명","22374",
"성북구","3분위","근로자","가입자","명","13773",
"성북구","3분위","근로자","평균보험료","원","58944",
"성북구","3분위","근로자","적용인구","명","22235",
"성북구","3분위","공교","가입자","명","99",
"성북구","3분위","공교","평균보험료","원","59660",
"성북구","3분위","공교","적용인구","명","139",
"성북구","3분위","지역","세대수","세대","7366",
"성북구","3분위","지역","평균보험료","원","15512",
"성북구","3분위","지역","적용인구","명","9962",
"성북구","4분위","계","세대수","세대","24404",
"성북구","4분위","계","평균보험료","원","48355",
"성북구","4분위","계","적용인구","명","37214",
"성북구","4분위","직장","가입자","명","13927",
"성북구","4분위","직장","평균보험료","원","66466",
"성북구","4분위","직장","적용인구","명","22746",
"성북구","4분위","근로자","가입자","명","13644",
"성북구","4분위","근로자","평균보험료","원","66456",
"성북구","4분위","근로자","적용인구","명","22360",
"성북구","4분위","공교","가입자","명","283",
"성북구","4분위","공교","평균보험료","원","66957",
"성북구","4분위","공교","적용인구","명","386",
"성북구","4분위","지역","세대수","세대","10477",
"성북구","4분위","지역","평균보험료","원","24282",
"성북구","4분위","지역","적용인구","명","14468",
"성북구","5분위","계","세대수","세대","18844",
"성북구","5분위","계","평균보험료","원","68914",
"성북구","5분위","계","적용인구","명","31786",
"성북구","5분위","직장","가입자","명","13737",
"성북구","5분위","직장","평균보험료","원","77319",
"성북구","5분위","직장","적용인구","명","23324",
"성북구","5분위","근로자","가입자","명","13287",
"성북구","5분위","근로자","평균보험료","원","77304",
"성북구","5분위","근로자","적용인구","명","22701",
"성북구","5분위","공교","가입자","명","450",
"성북구","5분위","공교","평균보험료","원","77766",
"성북구","5분위","공교","적용인구","명","623",
"성북구","5분위","지역","세대수","세대","5107",
"성북구","5분위","지역","평균보험료","원","46306",
"성북구","5분위","지역","적용인구","명","8462",
"성북구","6분위","계","세대수","세대","18878",
"성북구","6분위","계","평균보험료","원","86285",
"성북구","6분위","계","적용인구","명","33604",
"성북구","6분위","직장","가입자","명","13124",
"성북구","6분위","직장","평균보험료","원","91425",
"성북구","6분위","직장","적용인구","명","23792",
"성북구","6분위","근로자","가입자","명","12309",
"성북구","6분위","근로자","평균보험료","원","91423",
"성북구","6분위","근로자","적용인구","명","22553",
"성북구","6분위","공교","가입자","명","815",
"성북구","6분위","공교","평균보험료","원","91447",
"성북구","6분위","공교","적용인구","명","1239",
"성북구","6분위","지역","세대수","세대","5754",
"성북구","6분위","지역","평균보험료","원","74564",
"성북구","6분위","지역","적용인구","명","9812",
"성북구","7분위","계","세대수","세대","18939",
"성북구","7분위","계","평균보험료","원","108164",
"성북구","7분위","계","적용인구","명","35975",
"성북구","7분위","직장","가입자","명","13495",
"성북구","7분위","직장","평균보험료","원","110393",
"성북구","7분위","직장","적용인구","명","26850",
"성북구","7분위","근로자","가입자","명","12204",
"성북구","7분위","근로자","평균보험료","원","110348",
"성북구","7분위","근로자","적용인구","명","24615",
"성북구","7분위","공교","가입자","명","1291",
"성북구","7분위","공교","평균보험료","원","110814",
"성북구","7분위","공교","적용인구","명","2235",
"성북구","7분위","지역","세대수","세대","5444",
"성북구","7분위","지역","평균보험료","원","102640",
"성북구","7분위","지역","적용인구","명","9125",
"성북구","8분위","계","세대수","세대","23426",
"성북구","8분위","계","평균보험료","원","137097",
"성북구","8분위","계","적용인구","명","50305",
"성북구","8분위","직장","가입자","명","14922",
"성북구","8분위","직장","평균보험료","원","138419",
"성북구","8분위","직장","적용인구","명","33297",
"성북구","8분위","근로자","가입자","명","13186",
"성북구","8분위","근로자","평균보험료","원","138293",
"성북구","8분위","근로자","적용인구","명","29589",
"성북구","8분위","공교","가입자","명","1736",
"성북구","8분위","공교","평균보험료","원","139382",
"성북구","8분위","공교","적용인구","명","3708",
"성북구","8분위","지역","세대수","세대","8504",
"성북구","8분위","지역","평균보험료","원","134776",
"성북구","8분위","지역","적용인구","명","17008",
"성북구","9분위","계","세대수","세대","23797",
"성북구","9분위","계","평균보험료","원","184807",
"성북구","9분위","계","적용인구","명","59825",
"성북구","9분위","직장","가입자","명","15311",
"성북구","9분위","직장","평균보험료","원","182682",
"성북구","9분위","직장","적용인구","명","41373",
"성북구","9분위","근로자","가입자","명","12562",
"성북구","9분위","근로자","평균보험료","원","181878",
"성북구","9분위","근로자","적용인구","명","33448",
"성북구","9분위","공교","가입자","명","2749",
"성북구","9분위","공교","평균보험료","원","186355",
"성북구","9분위","공교","적용인구","명","7925",
"성북구","9분위","지역","세대수","세대","8486",
"성북구","9분위","지역","평균보험료","원","188640",
"성북구","9분위","지역","적용인구","명","18452",
"성북구","10분위","계","세대수","세대","25973",
"성북구","10분위","계","평균보험료","원","345758",
"성북구","10분위","계","적용인구","명","74831",
"성북구","10분위","직장","가입자","명","16346",
"성북구","10분위","직장","평균보험료","원","339825",
"성북구","10분위","직장","적용인구","명","51222",
"성북구","10분위","근로자","가입자","명","13971",
"성북구","10분위","근로자","평균보험료","원","351420",
"성북구","10분위","근로자","적용인구","명","44026",
"성북구","10분위","공교","가입자","명","2375",
"성북구","10분위","공교","평균보험료","원","271622",
"성북구","10분위","공교","적용인구","명","7196",
"성북구","10분위","지역","세대수","세대","9627",
"성북구","10분위","지역","평균보험료","원","355830",
"성북구","10분위","지역","적용인구","명","23609",
"강북구","계","계","세대수","세대","153440",
"강북구","계","계","평균보험료","원","89859",
"강북구","계","계","적용인구","명","281956",
"강북구","계","직장","가입자","명","94386",
"강북구","계","직장","평균보험료","원","92792",
"강북구","계","직장","적용인구","명","180991",
"강북구","계","근로자","가입자","명","90349",
"강북구","계","근로자","평균보험료","원","90154",
"강북구","계","근로자","적용인구","명","171408",
"강북구","계","공교","가입자","명","4037",
"강북구","계","공교","평균보험료","원","151836",
"강북구","계","공교","적용인구","명","9583",
"강북구","계","지역","세대수","세대","59054",
"강북구","계","지역","평균보험료","원","85171",
"강북구","계","지역","적용인구","명","100965",
"강북구","1분위","계","세대수","세대","18408",
"강북구","1분위","계","평균보험료","원","24680",
"강북구","1분위","계","적용인구","명","27712",
"강북구","1분위","직장","가입자","명","12699",
"강북구","1분위","직장","평균보험료","원","32004",
"강북구","1분위","직장","적용인구","명","20141",
"강북구","1분위","근로자","가입자","명","12684",
"강북구","1분위","근로자","평균보험료","원","32000",
"강북구","1분위","근로자","적용인구","명","20120",
"강북구","1분위","공교","가입자","명","15",
"강북구","1분위","공교","평균보험료","원","35238",
"강북구","1분위","공교","적용인구","명","21",
"강북구","1분위","지역","세대수","세대","5709",
"강북구","1분위","지역","평균보험료","원","8389",
"강북구","1분위","지역","적용인구","명","7571",
"강북구","2분위","계","세대수","세대","17889",
"강북구","2분위","계","평균보험료","원","36472",
"강북구","2분위","계","적용인구","명","26437",
"강북구","2분위","직장","가입자","명","10738",
"강북구","2분위","직장","평균보험료","원","52057",
"강북구","2분위","직장","적용인구","명","17615",
"강북구","2분위","근로자","가입자","명","10681",
"강북구","2분위","근로자","평균보험료","원","52055",
"강북구","2분위","근로자","적용인구","명","17533",
"강북구","2분위","공교","가입자","명","57",
"강북구","2분위","공교","평균보험료","원","52364",
"강북구","2분위","공교","적용인구","명","82",
"강북구","2분위","지역","세대수","세대","7151",
"강북구","2분위","지역","평균보험료","원","13071",
"강북구","2분위","지역","적용인구","명","8822",
"강북구","3분위","계","세대수","세대","20801",
"강북구","3분위","계","평균보험료","원","39909",
"강북구","3분위","계","적용인구","명","30810",
"강북구","3분위","직장","가입자","명","11831",
"강북구","3분위","직장","평균보험료","원","58942",
"강북구","3분위","직장","적용인구","명","19079",
"강북구","3분위","근로자","가입자","명","11743",
"강북구","3분위","근로자","평균보험료","원","58936",
"강북구","3분위","근로자","적용인구","명","18969",
"강북구","3분위","공교","가입자","명","88",
"강북구","3분위","공교","평균보험료","원","59762",
"강북구","3분위","공교","적용인구","명","110",
"강북구","3분위","지역","세대수","세대","8970",
"강북구","3분위","지역","평균보험료","원","14805",
"강북구","3분위","지역","적용인구","명","11731",
"강북구","4분위","계","세대수","세대","16721",
"강북구","4분위","계","평균보험료","원","53281",
"강북구","4분위","계","적용인구","명","27681",
"강북구","4분위","직장","가입자","명","11339",
"강북구","4분위","직장","평균보험료","원","66450",
"강북구","4분위","직장","적용인구","명","18750",
"강북구","4분위","근로자","가입자","명","11093",
"강북구","4분위","근로자","평균보험료","원","66442",
"강북구","4분위","근로자","적용인구","명","18417",
"강북구","4분위","공교","가입자","명","246",
"강북구","4분위","공교","평균보험료","원","66808",
"강북구","4분위","공교","적용인구","명","333",
"강북구","4분위","지역","세대수","세대","5382",
"강북구","4분위","지역","평균보험료","원","25536",
"강북구","4분위","지역","적용인구","명","8931",
"강북구","5분위","계","세대수","세대","15851",
"강북구","5분위","계","평균보험료","원","67734",
"강북구","5분위","계","적용인구","명","26902",
"강북구","5분위","직장","가입자","명","10926",
"강북구","5분위","직장","평균보험료","원","77288",
"강북구","5분위","직장","적용인구","명","18708",
"강북구","5분위","근로자","가입자","명","10655",
"강북구","5분위","근로자","평균보험료","원","77279",
"강북구","5분위","근로자","적용인구","명","18343",
"강북구","5분위","공교","가입자","명","271",
"강북구","5분위","공교","평균보험료","원","77649",
"강북구","5분위","공교","적용인구","명","365",
"강북구","5분위","지역","세대수","세대","4925",
"강북구","5분위","지역","평균보험료","원","46538",
"강북구","5분위","지역","적용인구","명","8194",
"강북구","6분위","계","세대수","세대","15118",
"강북구","6분위","계","평균보험료","원","84956",
"강북구","6분위","계","적용인구","명","27653",
"강북구","6분위","직장","가입자","명","9464",
"강북구","6분위","직장","평균보험료","원","91242",
"강북구","6분위","직장","적용인구","명","17788",
"강북구","6분위","근로자","가입자","명","9115",
"강북구","6분위","근로자","평균보험료","원","91238",
"강북구","6분위","근로자","적용인구","명","17282",
"강북구","6분위","공교","가입자","명","349",
"강북구","6분위","공교","평균보험료","원","91342",
"강북구","6분위","공교","적용인구","명","506",
"강북구","6분위","지역","세대수","세대","5654",
"강북구","6분위","지역","평균보험료","원","74435",
"강북구","6분위","지역","적용인구","명","9865",
"강북구","7분위","계","세대수","세대","12936",
"강북구","7분위","계","평균보험료","원","107433",
"강북구","7분위","계","적용인구","명","25631",
"강북구","7분위","직장","가입자","명","8327",
"강북구","7분위","직장","평균보험료","원","110098",
"강북구","7분위","직장","적용인구","명","17328",
"강북구","7분위","근로자","가입자","명","7768",
"강북구","7분위","근로자","평균보험료","원","110084",
"강북구","7분위","근로자","적용인구","명","16336",
"강북구","7분위","공교","가입자","명","559",
"강북구","7분위","공교","평균보험료","원","110294",
"강북구","7분위","공교","적용인구","명","992",
"강북구","7분위","지역","세대수","세대","4609",
"강북구","7분위","지역","평균보험료","원","102619",
"강북구","7분위","지역","적용인구","명","8303",
"강북구","8분위","계","세대수","세대","14112",
"강북구","8분위","계","평균보험료","원","136346",
"강북구","8분위","계","적용인구","명","31352",
"강북구","8분위","직장","가입자","명","7926",
"강북구","8분위","직장","평균보험료","원","137912",
"강북구","8분위","직장","적용인구","명","18531",
"강북구","8분위","근로자","가입자","명","7307",
"강북구","8분위","근로자","평균보험료","원","137732",
"강북구","8분위","근로자","적용인구","명","17083",
"강북구","8분위","공교","가입자","명","619",
"강북구","8분위","공교","평균보험료","원","140036",
"강북구","8분위","공교","적용인구","명","1448",
"강북구","8분위","지역","세대수","세대","6186",
"강북구","8분위","지역","평균보험료","원","134341",
"강북구","8분위","지역","적용인구","명","12821",
"강북구","9분위","계","세대수","세대","11977",
"강북구","9분위","계","평균보험료","원","184889",
"강북구","9분위","계","적용인구","명","30346",
"강북구","9분위","직장","가입자","명","6411",
"강북구","9분위","직장","평균보험료","원","182256",
"강북구","9분위","직장","적용인구","명","17881",
"강북구","9분위","근로자","가입자","명","5244",
"강북구","9분위","근로자","평균보험료","원","180988",
"강북구","9분위","근로자","적용인구","명","14289",
"강북구","9분위","공교","가입자","명","1167",
"강북구","9분위","공교","평균보험료","원","187956",
"강북구","9분위","공교","적용인구","명","3592",
"강북구","9분위","지역","세대수","세대","5566",
"강북구","9분위","지역","평균보험료","원","187921",
"강북구","9분위","지역","적용인구","명","12465",
"강북구","10분위","계","세대수","세대","9627",
"강북구","10분위","계","평균보험료","원","319290",
"강북구","10분위","계","적용인구","명","27432",
"강북구","10분위","직장","가입자","명","4725",
"강북구","10분위","직장","평균보험료","원","308094",
"강북구","10분위","직장","적용인구","명","15170",
"강북구","10분위","근로자","가입자","명","4059",
"강북구","10분위","근로자","평균보험료","원","317465",
"강북구","10분위","근로자","적용인구","명","13036",
"강북구","10분위","공교","가입자","명","666",
"강북구","10분위","공교","평균보험료","원","250979",
"강북구","10분위","공교","적용인구","명","2134",
"강북구","10분위","지역","세대수","세대","4902",
"강북구","10분위","지역","평균보험료","원","330082",
"강북구","10분위","지역","적용인구","명","12262",
"도봉구","계","계","세대수","세대","160951",
"도봉구","계","계","평균보험료","원","101212",
"도봉구","계","계","적용인구","명","309647",
"도봉구","계","직장","가입자","명","107276",
"도봉구","계","직장","평균보험료","원","100341",
"도봉구","계","직장","적용인구","명","214369",
"도봉구","계","근로자","가입자","명","100515",
"도봉구","계","근로자","평균보험료","원","96217",
"도봉구","계","근로자","적용인구","명","197546",
"도봉구","계","공교","가입자","명","6761",
"도봉구","계","공교","평균보험료","원","161661",
"도봉구","계","공교","적용인구","명","16823",
"도봉구","계","지역","세대수","세대","53675",
"도봉구","계","지역","평균보험료","원","102952",
"도봉구","계","지역","적용인구","명","95278",
"도봉구","1분위","계","세대수","세대","18947",
"도봉구","1분위","계","평균보험료","원","25955",
"도봉구","1분위","계","적용인구","명","28657",
"도봉구","1분위","직장","가입자","명","14106",
"도봉구","1분위","직장","평균보험료","원","32086",
"도봉구","1분위","직장","적용인구","명","22557",
"도봉구","1분위","근로자","가입자","명","14090",
"도봉구","1분위","근로자","평균보험료","원","32078",
"도봉구","1분위","근로자","적용인구","명","22533",
"도봉구","1분위","공교","가입자","명","16",
"도봉구","1분위","공교","평균보험료","원","38567",
"도봉구","1분위","공교","적용인구","명","24",
"도봉구","1분위","지역","세대수","세대","4841",
"도봉구","1분위","지역","평균보험료","원","8092",
"도봉구","1분위","지역","적용인구","명","6100",
"도봉구","2분위","계","세대수","세대","16625",
"도봉구","2분위","계","평균보험료","원","39224",
"도봉구","2분위","계","적용인구","명","25508",
"도봉구","2분위","직장","가입자","명","11158",
"도봉구","2분위","직장","평균보험료","원","52040",
"도봉구","2분위","직장","적용인구","명","18528",
"도봉구","2분위","근로자","가입자","명","11055",
"도봉구","2분위","근로자","평균보험료","원","52034",
"도봉구","2분위","근로자","적용인구","명","18385",
"도봉구","2분위","공교","가입자","명","103",
"도봉구","2분위","공교","평균보험료","원","52730",
"도봉구","2분위","공교","적용인구","명","143",
"도봉구","2분위","지역","세대수","세대","5467",
"도봉구","2분위","지역","평균보험료","원","13066",
"도봉구","2분위","지역","적용인구","명","6980",
"도봉구","3분위","계","세대수","세대","18134",
"도봉구","3분위","계","평균보험료","원","43885",
"도봉구","3분위","계","적용인구","명","27741",
"도봉구","3분위","직장","가입자","명","12009",
"도봉구","3분위","직장","평균보험료","원","58939",
"도봉구","3분위","직장","적용인구","명","19578",
"도봉구","3분위","근로자","가입자","명","11912",
"도봉구","3분위","근로자","평균보험료","원","58937",
"도봉구","3분위","근로자","적용인구","명","19447",
"도봉구","3분위","공교","가입자","명","97",
"도봉구","3분위","공교","평균보험료","원","59204",
"도봉구","3분위","공교","적용인구","명","131",
"도봉구","3분위","지역","세대수","세대","6125",
"도봉구","3분위","지역","평균보험료","원","14370",
"도봉구","3분위","지역","적용인구","명","8163",
"도봉구","4분위","계","세대수","세대","14915",
"도봉구","4분위","계","평균보험료","원","58568",
"도봉구","4분위","계","적용인구","명","24593",
"도봉구","4분위","직장","가입자","명","11964",
"도봉구","4분위","직장","평균보험료","원","66488",
"도봉구","4분위","직장","적용인구","명","19959",
"도봉구","4분위","근로자","가입자","명","11738",
"도봉구","4분위","근로자","평균보험료","원","66472",
"도봉구","4분위","근로자","적용인구","명","19639",
"도봉구","4분위","공교","가입자","명","226",
"도봉구","4분위","공교","평균보험료","원","67297",
"도봉구","4분위","공교","적용인구","명","320",
"도봉구","4분위","지역","세대수","세대","2951",
"도봉구","4분위","지역","평균보험료","원","26458",
"도봉구","4분위","지역","적용인구","명","4634",
"도봉구","5분위","계","세대수","세대","16159",
"도봉구","5분위","계","평균보험료","원","68377",
"도봉구","5분위","계","적용인구","명","27897",
"도봉구","5분위","직장","가입자","명","11457",
"도봉구","5분위","직장","평균보험료","원","77324",
"도봉구","5분위","직장","적용인구","명","19929",
"도봉구","5분위","근로자","가입자","명","11078",
"도봉구","5분위","근로자","평균보험료","원","77310",
"도봉구","5분위","근로자","적용인구","명","19343",
"도봉구","5분위","공교","가입자","명","379",
"도봉구","5분위","공교","평균보험료","원","77721",
"도봉구","5분위","공교","적용인구","명","586",
"도봉구","5분위","지역","세대수","세대","4702",
"도봉구","5분위","지역","평균보험료","원","46577",
"도봉구","5분위","지역","적용인구","명","7968",
"도봉구","6분위","계","세대수","세대","16063",
"도봉구","6분위","계","평균보험료","원","85359",
"도봉구","6분위","계","적용인구","명","29943",
"도봉구","6분위","직장","가입자","명","10417",
"도봉구","6분위","직장","평균보험료","원","91322",
"도봉구","6분위","직장","적용인구","명","20079",
"도봉구","6분위","근로자","가입자","명","9895",
"도봉구","6분위","근로자","평균보험료","원","91317",
"도봉구","6분위","근로자","적용인구","명","19267",
"도봉구","6분위","공교","가입자","명","522",
"도봉구","6분위","공교","평균보험료","원","91413",
"도봉구","6분위","공교","적용인구","명","812",
"도봉구","6분위","지역","세대수","세대","5646",
"도봉구","6분위","지역","평균보험료","원","74357",
"도봉구","6분위","지역","적용인구","명","9864",
"도봉구","7분위","계","세대수","세대","14332",
"도봉구","7분위","계","평균보험료","원","107878",
"도봉구","7분위","계","적용인구","명","29106",
"도봉구","7분위","직장","가입자","명","10053",
"도봉구","7분위","직장","평균보험료","원","110145",
"도봉구","7분위","직장","적용인구","명","21173",
"도봉구","7분위","근로자","가입자","명","9258",
"도봉구","7분위","근로자","평균보험료","원","110063",
"도봉구","7분위","근로자","적용인구","명","19652",
"도봉구","7분위","공교","가입자","명","795",
"도봉구","7분위","공교","평균보험료","원","111096",
"도봉구","7분위","공교","적용인구","명","1521",
"도봉구","7분위","지역","세대수","세대","4279",
"도봉구","7분위","지역","평균보험료","원","102553",
"도봉구","7분위","지역","적용인구","명","7933",
"도봉구","8분위","계","세대수","세대","16784",
"도봉구","8분위","계","평균보험료","원","136411",
"도봉구","8분위","계","적용인구","명","37964",
"도봉구","8분위","직장","가입자","명","9767",
"도봉구","8분위","직장","평균보험료","원","138030",
"도봉구","8분위","직장","적용인구","명","23533",
"도봉구","8분위","근로자","가입자","명","8711",
"도봉구","8분위","근로자","평균보험료","원","137830",
"도봉구","8분위","근로자","적용인구","명","20953",
"도봉구","8분위","공교","가입자","명","1056",
"도봉구","8분위","공교","평균보험료","원","139672",
"도봉구","8분위","공교","적용인구","명","2580",
"도봉구","8분위","지역","세대수","세대","7017",
"도봉구","8분위","지역","평균보험료","원","134158",
"도봉구","8분위","지역","적용인구","명","14431",
"도봉구","9분위","계","세대수","세대","15551",
"도봉구","9분위","계","평균보험료","원","185219",
"도봉구","9분위","계","적용인구","명","39587",
"도봉구","9분위","직장","가입자","명","8764",
"도봉구","9분위","직장","평균보험료","원","182594",
"도봉구","9분위","직장","적용인구","명","24670",
"도봉구","9분위","근로자","가입자","명","6651",
"도봉구","9분위","근로자","평균보험료","원","181215",
"도봉구","9분위","근로자","적용인구","명","18382",
"도봉구","9분위","공교","가입자","명","2113",
"도봉구","9분위","공교","평균보험료","원","186932",
"도봉구","9분위","공교","적용인구","명","6288",
"도봉구","9분위","지역","세대수","세대","6787",
"도봉구","9분위","지역","평균보험료","원","188610",
"도봉구","9분위","지역","적용인구","명","14917",
"도봉구","10분위","계","세대수","세대","13441",
"도봉구","10분위","계","평균보험료","원","318799",
"도봉구","10분위","계","적용인구","명","38651",
"도봉구","10분위","직장","가입자","명","7581",
"도봉구","10분위","직장","평균보험료","원","307986",
"도봉구","10분위","직장","적용인구","명","24363",
"도봉구","10분위","근로자","가입자","명","6127",
"도봉구","10분위","근로자","평균보험료","원","322642",
"도봉구","10분위","근로자","적용인구","명","19945",
"도봉구","10분위","공교","가입자","명","1454",
"도봉구","10분위","공교","평균보험료","원","246226",
"도봉구","10분위","공교","적용인구","명","4418",
"도봉구","10분위","지역","세대수","세대","5860",
"도봉구","10분위","지역","평균보험료","원","332787",
"도봉구","10분위","지역","적용인구","명","14288",
"노원구","계","계","세대수","세대","245040",
"노원구","계","계","평균보험료","원","112763",
"노원구","계","계","적용인구","명","497929",
"노원구","계","직장","가입자","명","175724",
"노원구","계","직장","평균보험료","원","113867",
"노원구","계","직장","적용인구","명","374840",
"노원구","계","근로자","가입자","명","158101",
"노원구","계","근로자","평균보험료","원","107992",
"노원구","계","근로자","적용인구","명","328752",
"노원구","계","공교","가입자","명","17623",
"노원구","계","공교","평균보험료","원","166576",
"노원구","계","공교","적용인구","명","46088",
"노원구","계","지역","세대수","세대","69316",
"노원구","계","지역","평균보험료","원","109965",
"노원구","계","지역","적용인구","명","123089",
"노원구","1분위","계","세대수","세대","27196",
"노원구","1분위","계","평균보험료","원","25859",
"노원구","1분위","계","적용인구","명","41287",
"노원구","1분위","직장","가입자","명","20669",
"노원구","1분위","직장","평균보험료","원","31674",
"노원구","1분위","직장","적용인구","명","32998",
"노원구","1분위","근로자","가입자","명","20628",
"노원구","1분위","근로자","평균보험료","원","31662",
"노원구","1분위","근로자","적용인구","명","32938",
"노원구","1분위","공교","가입자","명","41",
"노원구","1분위","공교","평균보험료","원","38029",
"노원구","1분위","공교","적용인구","명","60",
"노원구","1분위","지역","세대수","세대","6527",
"노원구","1분위","지역","평균보험료","원","7443",
"노원구","1분위","지역","적용인구","명","8289",
"노원구","2분위","계","세대수","세대","21180",
"노원구","2분위","계","평균보험료","원","41917",
"노원구","2분위","계","적용인구","명","33782",
"노원구","2분위","직장","가입자","명","15686",
"노원구","2분위","직장","평균보험료","원","52086",
"노원구","2분위","직장","적용인구","명","26517",
"노원구","2분위","근로자","가입자","명","15553",
"노원구","2분위","근로자","평균보험료","원","52088",
"노원구","2분위","근로자","적용인구","명","26329",
"노원구","2분위","공교","가입자","명","133",
"노원구","2분위","공교","평균보험료","원","51948",
"노원구","2분위","공교","적용인구","명","188",
"노원구","2분위","지역","세대수","세대","5494",
"노원구","2분위","지역","평균보험료","원","12882",
"노원구","2분위","지역","적용인구","명","7265",
"노원구","3분위","계","세대수","세대","22550",
"노원구","3분위","계","평균보험료","원","47221",
"노원구","3분위","계","적용인구","명","35200",
"노원구","3분위","직장","가입자","명","16566",
"노원구","3분위","직장","평균보험료","원","58963",
"노원구","3분위","직장","적용인구","명","26964",
"노원구","3분위","근로자","가입자","명","16402",
"노원구","3분위","근로자","평균보험료","원","58960",
"노원구","3분위","근로자","적용인구","명","26723",
"노원구","3분위","공교","가입자","명","164",
"노원구","3분위","공교","평균보험료","원","59282",
"노원구","3분위","공교","적용인구","명","241",
"노원구","3분위","지역","세대수","세대","5984",
"노원구","3분위","지역","평균보험료","원","14716",
"노원구","3분위","지역","적용인구","명","8236",
"노원구","4분위","계","세대수","세대","22008",
"노원구","4분위","계","평균보험료","원","56380",
"노원구","4분위","계","적용인구","명","35331",
"노원구","4분위","직장","가입자","명","16622",
"노원구","4분위","직장","평균보험료","원","66475",
"노원구","4분위","직장","적용인구","명","27659",
"노원구","4분위","근로자","가입자","명","16243",
"노원구","4분위","근로자","평균보험료","원","66466",
"노원구","4분위","근로자","적용인구","명","27128",
"노원구","4분위","공교","가입자","명","379",
"노원구","4분위","공교","평균보험료","원","66843",
"노원구","4분위","공교","적용인구","명","531",
"노원구","4분위","지역","세대수","세대","5386",
"노원구","4분위","지역","평균보험료","원","25224",
"노원구","4분위","지역","적용인구","명","7672",
"노원구","5분위","계","세대수","세대","22720",
"노원구","5분위","계","평균보험료","원","69640",
"노원구","5분위","계","적용인구","명","38569",
"노원구","5분위","직장","가입자","명","16981",
"노원구","5분위","직장","평균보험료","원","77320",
"노원구","5분위","직장","적용인구","명","29393",
"노원구","5분위","근로자","가입자","명","16330",
"노원구","5분위","근로자","평균보험료","원","77306",
"노원구","5분위","근로자","적용인구","명","28440",
"노원구","5분위","공교","가입자","명","651",
"노원구","5분위","공교","평균보험료","원","77664",
"노원구","5분위","공교","적용인구","명","953",
"노원구","5분위","지역","세대수","세대","5739",
"노원구","5분위","지역","평균보험료","원","46917",
"노원구","5분위","지역","적용인구","명","9176",
"노원구","6분위","계","세대수","세대","22850",
"노원구","6분위","계","평균보험료","원","86283",
"노원구","6분위","계","적용인구","명","41802",
"노원구","6분위","직장","가입자","명","16124",
"노원구","6분위","직장","평균보험료","원","91387",
"노원구","6분위","직장","적용인구","명","30572",
"노원구","6분위","근로자","가입자","명","14933",
"노원구","6분위","근로자","평균보험료","원","91352",
