,이름,지번주소,위도,경도
392,바탕소창작소미술학원,"경기도 부천시 상동 534-1번지 승재 프라자 602호 일부, 603호",37.50739566,126.7529669
393,멘토보습학원,경기도 부천시 상동 533-11번지 부건프라자 502호,37.50743028,126.7522995
394,비원(Be-one)보습학원,경기도 부천시 상동 544-11번지 15차 새롬프라자 802호,37.50367292,126.7521877
395,에이블영어보습학원,경기도 부천시 상동 546-1번지 태영메디칼 406호,37.50403629,126.7493591
396,맨하탄음악학원,경기도 부천시 상동 544-10번지 한빛프라자 302호 일부,37.50395234,126.7522433
397,썬실용음악학원,경기도 부천시 상동 459-1번지 테마프라자 601호,37.48937393,126.7563513
398,G1230학원,경기도 부천시 상동 535-1번지 뱅뱅프라자 6층,37.5072624,126.7538609
399,강남대치입시학원,"경기도 부천시 상동 546-6번지 605호, 606호 일부, 607호 일부",37.50386764,126.7505472
400,크라스플러스독서실,"경기도 부천시 상동 535-1번지 뱅뱅프라자 803호, 804호",37.5072624,126.7538609
401,상동국풍2000입시학원,경기도 부천시 상동 544-11번지 새롬프라자15차 506호,37.50367292,126.7521877
402,린강미술학원,경기도 부천시 상동 403번지 서진프라자 3층 302호 일부,37.49084469,126.7530786
403,경기콘서바토리음악학원,경기도 부천시 상동 534-1번지 승재프라자 608호,37.50739566,126.7529669
404,매스원(MATHONE)수학보습학원,"경기도 부천시 상동 533-8번지 대림타운 808호, 809호",37.50753681,126.7515527
405,라온발레스튜디오무용학원,경기도 부천시 상동 544-9번지 부천상동수석프라자 601호 일부,37.50417771,126.7522991
406,상동C&C(씨앤씨)미술학원,경기도 부천시 상동 534-3번지 상동프라자 508호,37.50692698,126.7528893
407,따뜻한언어보습학원,경기도 부천시 상동 535-3번지 썬프라자 501호,37.50690193,126.7538281
408,옵티마+(플러스)독서실,경기도 부천시 상동 536-1번지 보람프라자 8층 전체,37.50720066,126.7544944
409,뿌리깊은입시학원,경기도 부천시 상동 535-3번지 썬프라자 801호 일부,37.50690193,126.7538281
410,백&방보습학원,"경기도 부천시 상동 534-1번지 승재프라자 702호 일부,703~704호 전체",37.50739566,126.7529669
411,뉴골든벨독서실,경기도 부천시 상동 585-6번지 명성빌딩 4층,37.4942296,126.7434104
412,WIN(윈)독서실,경기도 부천시 상동 326-15번지 신원빌딩 6층,37.48809118,126.7634902
413,ECC외국어학원,경기도 부천시 상동 536-2번지 월드컵타운 4층 일부,37.50717415,126.7547433
414,예다움음악학원,"경기도 부천시 상동 500-5번지 다정한마을 상가 203,204호",37.51270452,126.7582426
415,그림이좋은사람들미술학원,경기도 부천시 상동 534-5번지 현해프라자 203호,37.5065933,126.7527434
416,수기보습학원,경기도 부천시 상동 533-11번지 부건프라자 5층 503호,37.50743028,126.7522995
417,G1230고등부입시외국어학원,"경기도 부천시 상동 535-1번지 뱅뱅프라자 505, 506, 507, 508호",37.5072624,126.7538609
418,상미음악미술학원,경기도 부천시 상동 585-6번지 명성빌딩 2층,37.4942296,126.7434104
419,더루이존어학원,경기도 부천시 상동 534-3번지 상동프라자 4층 407호,37.50692698,126.7528893
420,아이돌음악댄스학원,경기도 부천시 상동 535-4번지 다인타운 6층 601호,37.50670367,126.7538062
421,헤럴드앤아이이(NIE)상동2어학원,경기도 부천시 상동 573-8번지 2층 전체,37.49695164,126.7438873
422,핑크엠댄스학원,"경기도 부천시 상동 544-4번지 가나베스트타운3 3층 303호, 314호",37.50512386,126.7523525
423,스터디킹덤독서실,"경기도 부천시 상동 400-3번지 505,506호",37.49120367,126.7524103
424,이팝영수보습학원,경기도 부천시 상동 559-3번지 세종프라자 402호,37.50031897,126.755388
425,JIN(진)실용음악학원,경기도 부천시 상동 399번지 306호,37.4900638,126.7502431
426,상동EM(이엠)영수보습학원,경기도 부천시 상동 235번지 중원빌딩 2층 일부,37.49272996,126.7628309
427,괴물수학마녀영어보습학원,경기도 부천시 상동 535-1번지 뱅뱅프라자 405호,37.5072624,126.7538609
428,부천종로입시학원,경기도 부천시 상동 538-4번지 그린힐 902~903호,37.5060089,126.7576312
429,에프엑스보습학원,경기도 부천시 상동 534-1번지 승재프라자 709호,37.50739566,126.7529669
430,에듀윌행정고시학원,"경기도 부천시 상동 544-6번지 센타프라자 801호, 803호",37.50451114,126.7523319
431,부천애니스타만화학원,"경기도 부천시 상동 534-3번지 506호, 507호",37.50692698,126.7528893
432,한국에듀보습학원,"경기도 부천시 상동 535-3번지 썬프라자 505호 일부, 506호",37.50690193,126.7538281
433,노태한수학보습학원,경기도 부천시 상동 536-2번지 월드컵타운 304호,37.50717415,126.7547433
434,서연보습학원,경기도 부천시 상동 395번지 반달마을 상가동 305호~307호,37.49337612,126.7529119
435,부천청솔입시학원,경기도 부천시 상동 453-1번지 1층~6층,37.49045292,126.7552962
436,굿옥션부동산경매학원,경기도 부천시 상동 402-1번지 상동아크로텔 214호,37.49087284,126.75361
437,상동DPA(디피에이)보습학원,경기도 부천시 상동 533-8번지 대림타운 608호,37.50753681,126.7515527
438,리미트수학보습학원,경기도 부천시 상동 400-2번지 두원프라자 208호,37.49123012,126.7521388
439,박학천지혜의숲국어논술보습학원,경기도 부천시 상동 533-8번지 대림타운 604호,37.50753681,126.7515527
440,올림이스턴보습학원,경기도 부천시 상동 397번지 304호,37.4926762,126.7500195
441,부천Matrix(매트릭스)보습학원,경기도 부천시 상동 546-6번지 서해프라자 311호,37.50386764,126.7505472
442,부천석세스스피치화술학원,경기도 부천시 상동 412번지 금강리빙스텔 405호,37.49004338,126.7533527
443,리딩뱅크독서실,경기도 부천시 상동 328-10번지 경촌빌딩 4층 일부,37.48787742,126.7647121
444,한림한국사사탐입시학원,경기도 부천시 상동 546-4번지 금호프라자 6층 606호,37.50392989,126.7501625
445,임프라수학입시학원,경기도 부천시 상동 536-2번지 월드컵타운 604호,37.50717415,126.7547433
446,미술로생각하기상동미술학원,경기도 부천시 상동 559-4번지 서울프라자 302호,37.50034557,126.7551844
447,DANCE BY MELODY(댄스바이멜로디)댄스학원,경기도 부천시 상동 534-3번지 상동프라자 705호,37.50692698,126.7528893
448,부천탑애견미용학원,경기도 부천시 상동 548-6번지 강산타운 202호,37.5052896,126.749796
449,뚜레본요리제과제빵바리스타학원,경기도 부천시 상동 403번지 서진프라자 501~503호,37.49084469,126.7530786
450,아인스오투(O2)독서실,경기도 부천시 상동 523-10번지 성은빌딩 3~4층 전체,37.51256723,126.7529158
451,미르영어보습학원,경기도 부천시 상동 534-1번지 승재프라자 4층 408호,37.50739566,126.7529669
452,부천에이스애견미용학원,"경기도 부천시 상동 412번지 2층 204호, 205호",37.49004338,126.7533527
453,작심독서실,경기도 부천시 상동 546-9번지 청죽타워빌딩 502호,37.5037881,126.7512713
454,비더스카이보습학원,"경기도 부천시 상동 537-2번지 아름다운프라자 601호,602호",37.50695274,126.7565763
455,플러스하이탑보습학원,경기도 부천시 상동 544-11번지 새롬프라자 804호 일부,37.50367292,126.7521877
456,생각유희입시학원,경기도 부천시 상동 546-4번지 금호프라자 301호 일부,37.50392989,126.7501625
457,임팩트7영어학원,경기도 부천시 상동 546-6번지 704~707호,37.50386764,126.7505472
458,최강영수보습학원,"경기도 부천시 상동 407-1번지 대양훼미리코아 501호, 502호",37.49042692,126.7515196
459,PlanA(플랜에이)상동센터독서실,"경기도 부천시 상동 546-8번지 8층 801호 일부, 802호 일부",37.5038146,126.7510224
460,상1동캠퍼스지앤비어학원,경기도 부천시 상동 400-2번지 투원21빌딩 3층 305호,37.49123012,126.7521388
461,이엠코플러스보습학원,"경기도 부천시 상동 415번지 3층 301호 일부, 302호",37.49584612,126.7578227
462,하나컴퓨터디자인학원,"경기도 부천시 상동 535-1번지 뱅뱅프라자 705,706호",37.5072624,126.7538609
463,제스트에듀보습학원,"경기도 부천시 상동 535-1번지 뱅뱅프라자 8층 806호, 807호",37.5072624,126.7538609
464,올바른수학보습학원,경기도 부천시 상동 544-11번지 새롬프라자15차 5층 503호,37.50367292,126.7521877
465,씨아이티수학보습학원,경기도 부천시 상동 542-6번지 굿닥터스빌딩 2층 203호,37.50339627,126.753444
466,시매쓰수학보습학원,경기도 부천시 상동 536-4번지 한솔프라자 5층 504호,37.50709406,126.7552186
467,새미준보습학원,경기도 부천시 상동 546-8번지 그린프라자 601호,37.5038146,126.7510224
468,유비스카이입시학원,"경기도 부천시 상동 534-1번지 승재 프라자 601호일부, 602호 일부",37.50739566,126.7529669
469,텝스독서실,경기도 부천시 상동 445번지 꿈동산유치원 2층,37.49301545,126.7570743
470,그린램프라이브러리상동캠퍼스독서실,경기도 부천시 상동 536-4번지 한솔프라자 7층 702호 일부,37.50709406,126.7552186
471,제임스보습어학원,경기도 부천시 상동 546-8번지 그린프라자 5층 일부,37.5038146,126.7510224
472,매티스수학보습학원,경기도 부천시 상동 534-1번지 승재프라자 502호 일부,37.50739566,126.7529669
473,백경국어입시학원,경기도 부천시 상동 544-11번지 새롬프라자 402호,37.50367292,126.7521877
474,아람입시학원,"경기도 부천시 상동 544-11번지 704,705호",37.50367292,126.7521877
475,King&apos;s Tutor(킹스튜터)어학원,경기도 부천시 상동 542-6번지 메디위즈 202호,37.50339627,126.753444
476,유레카한수위입시학원,경기도 부천시 상동 544-4번지 가나베스트타운 7층 701호,37.50512386,126.7523525
477,상동칼마수학보습학원,경기도 부천시 상동 546-10번지 월드프라자 504호,37.50373464,126.7515542
478,강안수학보습학원,경기도 부천시 상동 533-8번지 대림타운 605호,37.50753681,126.7515527
479,알곡보습학원,경기도 부천시 상동 408-4번지 우신프라자 603호,37.48967906,126.7514995
480,상동최상위보습학원,경기도 부천시 상동 535-4번지 다인타운 602호,37.50670367,126.7538062
481,씨앤에이보습학원,경기도 부천시 상동 536-1번지 보람프라자 302호,37.50720066,126.7544944
482,상미음악미술학원,경기도 부천시 상동 585-6번지 명성빌딩 2층,37.4942296,126.7434104
483,DAVID(데이비드)융합어학원,경기도 부천시 상동 537-1번지 크라운빌딩 7층 703호 일부,37.50697921,126.7563047
484,창의가지입시어학원,경기도 부천시 상동 544-4번지 가나베스트타운쓰리 703호,37.50512386,126.7523525
485,하늘1인독서실,"경기도 부천시 상동 533-5번지 신주프라자 502,503,504호",37.50758957,126.7509418
486,영아티스트뮤직아카데미음악학원,경기도 부천시 상동 535-1번지 뱅뱅프라자 702호 일부,37.5072624,126.7538609
487,라온수학과학보습학원,경기도 부천시 상동 533-8번지 대림타운 5층 502호,37.50753681,126.7515527
488,정율사관입시학원,"경기도 부천시 상동 534-6번지 비잔티움 상동 401호, 408호 ~ 410호",37.50625934,126.7524618
489,창의가지입시어학원,경기도 부천시 상동 544-4번지 가나베스트타운쓰리 703호,37.50512386,126.7523525
490,미래키움보습학원,"경기도 부천시 상동 544-11번지 새롬프라자(15차) 602호 601호,602호",37.50367292,126.7521877
491,진수어학원,경기도 부천시 상동 401번지 세원빌딩 404호,37.49120455,126.7528287
492,이지스터디경매학원,경기도 부천시 상동 538-4번지 그린힐 605호,37.5060089,126.7576312
493,이음수학입시학원,경기도 부천시 상동 544-10번지 한빛프라자 505호,37.50395234,126.7522433
494,토즈스터디센터상동2독서실,"경기도 부천시 상동 400번지 중동다모아쇼핑타운 601호, 602호 일부",37.49123788,126.7515508
495,팡팡파인슐레어학원,경기도 부천시 상동 573-8번지 1층,37.49695164,126.7438873
496,즐거운음악학원,경기도 부천시 상동 392번지 3층 302호,37.495009,126.749661
497,쎈수학러닝센터상동프라임보습학원,경기도 부천시 상동 536-4번지 한솔프라자 4층 408호,37.50709406,126.7552186
498,맥스플러스(max plus)보습학원,"경기도 부천시 상동 536-1번지 301, 303,604호",37.50720066,126.7544944
499,로뎀독서실,경기도 부천시 상동 537-1번지 크라운빌딩 503호,37.50697921,126.7563047
500,레몬영어어학원,경기도 부천시 상동 544-11번지 새롬프라자(15차) 603호,37.50367292,126.7521877
501,소리美(미)음악학원,경기도 부천시 상동 559-3번지 세종프라자 301호 일부,37.50031897,126.755388
502,하우스터디부천상동센터독서실,경기도 부천시 상동 544-10번지 한빛프라자 3층 303호 일부,37.50395234,126.7522433
503,정율Pre(프리)사관보습학원,"경기도 부천시 상동 534-6번지 419,420,421,422호",37.50625934,126.7524618
504,숙명소리숲음악학원,경기도 부천시 상동 533-8번지 대림타운 602호,37.50753681,126.7515527
505,솔뫼아카데미보습학원,"경기도 부천시 상동 573-6번지 대림프라자 404호,405호",37.49695055,126.7433897
506,부천메가스터디학원,"경기도 부천시 상동 546-9번지 청죽타워 1층 일부, 2층, 3층",37.5037881,126.7512713
507,아이원해법영어중국어보습학원,"경기도 부천시 상동 571-6번지 백송마을 212호,213호,214호",37.49851094,126.7483035
508,코다이음악학원,경기도 부천시 상동 557-1번지 홉스쿨청심교육문화센타 5층 일부,37.50095451,126.7534068
509,돌체음악학원,경기도 부천시 상동 590-1번지 목련마을 상가동 304호,37.49284143,126.7472485
510,STOP&START(스톱앤스타트)보습학원,경기도 부천시 상동 544-10번지 한빛프라자 504호,37.50395234,126.7522433
511,아트인아트미술학원,경기도 부천시 상동 533-8번지 대림타운 7층 701호,37.50753681,126.7515527
512,로드맵수학보습학원,경기도 부천시 상동 544-11번지 새롬프라자 303호,37.50367292,126.7521877
513,닥터정이클래스어학원,"경기도 부천시 상동 535-1번지 201,202호",37.5072624,126.7538609
514,뮤즈음악학원,"경기도 부천시 상동 536-6번지 보람씨티프라자 503호, 504호",37.507041,126.7556938
515,H . W(에이치더블유)보습학원,경기도 부천시 상동 557-4번지 늘푸른종합상가 204호 일부,37.50059423,126.7534646
516,한주영영어보습학원,경기도 부천시 상동 534-3번지 상동프라자 504호,37.50692698,126.7528893
517,어썸팩토리상동독서실,"경기도 부천시 상동 533-11번지 부건프라자 7층 703호 일부, 704호 일부",37.50743028,126.7522995
518,에세이잉글리쉬보습학원,경기도 부천시 상동 534-3번지 상동프라자 510호,37.50692698,126.7528893
519,열림독서실,경기도 부천시 상동 617-4번지 301~302호,37.48898705,126.7439713
520,눈높이러닝센터상동보습학원,"경기도 부천시 상동 395번지 반달마을 상가동 205호,206호",37.49337612,126.7529119
521,매티스원격학원,경기도 부천시 상동 534-1번지 승재프라자 502호 일부,37.50739566,126.7529669
522,Guru&apos;s(그루스)아카데메이아영어보습학원,경기도 부천시 상동 533-3번지 아트프라자 205호,37.5076517,126.7505005
523,중앙LNC(엘엔씨)학원,"경기도 부천시 상동 533-11번지 부건프라자 603호, 604호, 605호",37.50743028,126.7522995
524,진성수학입시학원,"경기도 부천시 상동 535-1번지 309, 310호",37.5072624,126.7538609
525,매쓰메이트수학보습학원,경기도 부천시 상동 536-2번지 월드컵타운 606호,37.50717415,126.7547433
526,이미영음악학원,"경기도 부천시 상동 571-6번지 2층 210호, 211호",37.49851094,126.7483035
527,비원에이치보습학원,"경기도 부천시 상동 544-10번지 한빛프라자 801호, 802호",37.50395234,126.7522433
528,카툰레시피웹툰만화학원,"경기도 부천시 상동 534-3번지 4층 410호, 5층 511호",37.50692698,126.7528893
529,딸기봐봐어학원,경기도 부천시 상동 544-11번지 새롬프라자(15차) 803호,37.50367292,126.7521877
530,한국중앙건축학원,경기도 부천시 상동 401번지 세원빌딩 6층 603호,37.49120455,126.7528287
531,뉴메이플삼성영어보습학원,경기도 부천시 상동 533-10번지 토성프라자텔 2층 205호,37.50748381,126.7520505
532,부천청담어학원,경기도 부천시 상동 536-1번지 보람프라자 5층 6층,37.50720066,126.7544944
533,카이로스보습학원,"경기도 부천시 상동 533-3번지 603호 일부, 604호 일부",37.5076517,126.7505005
534,G1230학원,경기도 부천시 상동 535-1번지 뱅뱅프라자 6층,37.5072624,126.7538609
535,아이캔어학원,경기도 부천시 상동 523-2번지 동양프라자 2층,37.5127622,126.7513882
536,바스키즈미술학원,경기도 부천시 상동 544-11번지 새롬프라자(15차) 206호,37.50367292,126.7521877
537,아카데미라운지부천상동독서실,경기도 부천시 상동 541-1번지 메가플러스빌딩 5층 502호 일부,37.50506361,126.7536872
538,와이빌어학원,경기도 부천시 상동 544-4번지 가나베스트타운 702호,37.50512386,126.7523525
539,창조의아침미술학원,"경기도 부천시 상동 535-3번지 6층 601호, 602호, 603호",37.50690193,126.7538281
540,매쓰플러스수학보습학원,경기도 부천시 상동 534-3번지 상동프라자 6층 610호,37.50692698,126.7528893
541,감동연기학원,경기도 부천시 상동 544-9번지 부천상동수석프라자 702호 일부,37.50417771,126.7522991
542,이오매스수학보습학원,경기도 부천시 상동 544-11번지 새롬프라자 302호,37.50367292,126.7521877
543,다온영수보습학원,경기도 부천시 상동 392번지 3층 303호 일부,37.495009,126.749661
544,온디느무용학원,경기도 부천시 상동 535-1번지 뱅뱅프라자 8층 801호,37.5072624,126.7538609
545,신액터스뮤지컬학원,경기도 부천시 상동 534-5번지 현해프라자 701호 일부,37.5065933,126.7527434
546,킹스리딩코치입시학원,경기도 부천시 상동 533-5번지 신주프라자 505호,37.50758957,126.7509418
547,킨더라임어학원,경기도 부천시 상동 536-2번지 월드컵타운 505호,37.50717415,126.7547433
548,생각을그리다미술수학보습학원,"경기도 부천시 상동 557-1번지 501호 일부, 502호",37.50095451,126.7534068
549,JenniferEnglish(제니퍼잉글리쉬)영어보습학원,경기도 부천시 상동 544-9번지 수석프라자 607호,37.50417771,126.7522991
550,EM(이엠)어학원,경기도 부천시 상동 532-11번지 201호 일부,37.5067002,126.7521663
551,시원음악학원,경기도 부천시 상동 523-3번지 대동프라자 2층 201호,37.51272662,126.7516032
552,상미해법영어보습학원,경기도 부천시 상동 585-6번지 명성빌딩 3층 일부,37.4942296,126.7434104
553,인히어연기학원,경기도 부천시 상동 544-11번지 새롬프라자15차 3층 301호,37.50367292,126.7521877
554,The Honors(디 아너스)어학원,경기도 부천시 상동 533-1번지 드라마 시티 601호 일부,37.50770474,126.7500253
555,토론하는아이들국어교습소,경기도 부천시 상동 399번지 3층 308호 일부,37.4900638,126.7502431
556,해법수학교실수학교습소,경기도 부천시 상동 589-1번지 목련마을 2802동 903호,37.4955355,126.7472959
557,송정영어교습소,경기도 부천시 상동 536-2번지 월드컵타운 307호,37.50717415,126.7547433
558,다정한이화피아노레슨음악교습소,경기도 부천시 상동 500-1번지 다정한마을 102호,37.51461947,126.7562457
559,라온실용음악교습소,경기도 부천시 상동 557-4번지 늘푸른종합상가 404호 일부,37.50059423,126.7534646
560,제이와이아뜰리에미술교습소,경기도 부천시 상동 546-1번지 태영메디칼 208호,37.50403629,126.7493591
561,키즈앤아트미술교습소,경기도 부천시 상동 571-1번지 2층 202호,37.50012444,126.7486373
562,유윤상영어교습소,경기도 부천시 상동 528-3번지 라일락마을 205호,37.5087011,126.7524989
563,도르레아트미술교습소,경기도 부천시 상동 500-2번지 다정한마을 상가동 105호,37.51320382,126.7557187
564,그림이있는풍경미술교습소,경기도 부천시 상동 538-4번지 그린힐 6층 602-3호,37.5060089,126.7576312
565,삼락피아노교습소,경기도 부천시 상동 592-3번지 1층일부(102호),37.49353646,126.7436955
566,진달래마을삼성영어교습소,경기도 부천시 상동 526-4번지 1층 505호 일부,37.51087466,126.7578301
567,SH(에스에이치)수학교습소,경기도 부천시 상동 546-6번지 서해프라자 610호 일부,37.50386764,126.7505472
568,쉬니영어교습소,경기도 부천시 상동 393번지 한아름마을 상가동 208호 일부,37.49559156,126.7524409
569,이데아과학교습소,경기도 부천시 상동 546-4번지 금호프라자 402호,37.50392989,126.7501625
570,비상잉글리시아이삼성래미안점영어교습소,경기도 부천시 상동 500-4번지 1층 107호,37.51425515,126.75869
571,하얀마을해법수학교습소,경기도 부천시 상동 570-1번지 아이파크 상가동 2층 202호,37.49945823,126.7531065
572,홍익연두미술교습소,경기도 부천시 상동 533-8번지 대림타운 506호,37.50753681,126.7515527
573,우리는벌거숭이화가미술교습소,경기도 부천시 상동 397번지 반달마을 201호,37.4926762,126.7500195
574,상동엔젤피아노음악교습소,경기도 부천시 상동 526-1번지 진달래마을 상가동 2층 204호,37.51084241,126.7553306
575,설선생껌수학교습소,경기도 부천시 상동 571-6번지 백송마을 208호,37.49851094,126.7483035
576,쥬니어바이올린음악교습소,경기도 부천시 상동 526-1번지 진달래마을 201호,37.51084241,126.7553306
577,경매NPL(엔피엘)학원,경기도 부천시 상동 535-9번지 시그마타워 404호,37.50617522,126.7553008
578,상동이화보습학원,"경기도 부천시 상동 570-1번지 2층 204호, 205호, 206호",37.49945823,126.7531065
579,온새미개념원리보습학원,"경기도 부천시 상동 542-4번지 상동동양파라곤 203호,204호",37.503846,126.7530806
580,열정과의지수학보습학원,경기도 부천시 상동 535-3번지 썬프라자 704호,37.50690193,126.7538281
581,반달음악교습소,경기도 부천시 상동 397번지 반달마을 상가동 3층 302호,37.4926762,126.7500195
582,상동일본어교습소,경기도 부천시 상동 544-5번지 그랜드프라자 702호,37.50473644,126.7523538
583,E(이)-런영어교습소,경기도 부천시 상동 328-10번지 경촌빌딩 2층 205호,37.48787742,126.7647121
584,진달래마을해법수학교습소,경기도 부천시 상동 526-4번지 105호,37.51087466,126.7578301
585,조선애착한국어교습소,경기도 부천시 상동 546-1번지 태영메디칼 702-1호,37.50403629,126.7493591
586,이수진미술교습소,경기도 부천시 상동 394-1번지 한아름아파트 302호 일부,37.49551463,126.7544087
587,유클리드수학교습소,경기도 부천시 상동 542-6번지 메디위즈 502호 일부,37.50339627,126.753444
588,로제타스톤반달마을영어교습소,경기도 부천시 상동 399번지 2층 202호,37.4900638,126.7502431
589,이투수학교습소,경기도 부천시 상동 523-11번지 늘푸른 상가 301호 일부,37.5125406,126.7531081
590,파레토수학교습소,경기도 부천시 상동 415번지 사랑마을 상가동 305호,37.49584612,126.7578227
591,라일락해법수학교습소,경기도 부천시 상동 525-3번지 라일락마을 205호,37.51111703,126.7531016
592,PLAY HANDS(플레이핸즈)미술교습소,경기도 부천시 상동 296-9번지 1층 우측,37.49029217,126.7603285
593,해법중국어상동교습소,경기도 부천시 상동 536-4번지 한솔프라자 5층 502호,37.50709406,126.7552186
594,솔샘피아노교습소,경기도 부천시 상동 393번지 한아름마을 상가동 207호,37.49559156,126.7524409
595,아람로지카독서실,경기도 부천시 상동 544-11번지 새롬프라자15차 702호,37.50367292,126.7521877
596,지능보습학원,"경기도 부천시 상동 400번지 중동다모아쇼핑타운 501호,503,505호",37.49123788,126.7515508
597,써밋보습학원,경기도 부천시 상동 523-3번지 대동프라자 4층 402호,37.51272662,126.7516032
598,오르다샘앤클래스상동보습학원,경기도 부천시 상동 536-2번지 월드컵타운 502호,37.50717415,126.7547433
599,연세스트링음악학원,경기도 부천시 상동 533-3번지 아트프라자 6층 605호,37.5076517,126.7505005
600,상동스즈키음악학원,경기도 부천시 상동 538-4번지 그린힐 603호,37.5060089,126.7576312
601,신비수학보습학원,경기도 부천시 상동 544-9번지 수석프라자 603호,37.50417771,126.7522991
602,생각을그리다미술수학보습학원,"경기도 부천시 상동 557-1번지 501호 일부, 502호",37.50095451,126.7534068
603,더조은컴퓨터학원,경기도 부천시 상동 542-6번지 굿닥터스빌딩 302호,37.50339627,126.753444
604,안&카어학보습학원,경기도 부천시 상동 534-1번지 승재프라자 802호,37.50739566,126.7529669
605,베스트음악학원,경기도 부천시 상동 523-3번지 대동프라자,37.51272662,126.7516032
606,차수학상동포스보습학원,경기도 부천시 상동 523-8번지 에이스프라자 502호 일부,37.51259337,126.7524972
607,드림댄스스포츠학원,경기도 부천시 상동 537-2번지 아름다운프라자 4층 401호,37.50695274,126.7565763
608,상동비원투혼보습학원,경기도 부천시 상동 544-10번지 한빛프라자 701~702호,37.50395234,126.7522433
609,샐리랭귀지스쿨어학보습학원,"경기도 부천시 상동 546-10번지 월드 프라자 701호 일부, 702호",37.50373464,126.7515542
610,어썸기타학원,경기도 부천시 상동 408-2번지 닛시프라자 5층 501호,37.48990495,126.751804
611,리더스현대음악학원,경기도 부천시 상동 544-11번지 새롬프라자 502호,37.50367292,126.7521877
612,EXP(이엑스피)수학보습학원,경기도 부천시 상동 544-11번지 새롬프라자 4층 407호,37.50367292,126.7521877
613,세란간호학원,경기도 부천시 상동 544-4번지 가나베스트타운쓰리 211호,37.50512386,126.7523525
614,상동관오무환국어보습학원,경기도 부천시 상동 544-10번지 한빛프라자 703호,37.50395234,126.7522433
615,해밀이스턴보습학원,경기도 부천시 상동 523-7번지 세진빌딩 4층,37.51261999,126.7523048
616,아트포럼리미술학원,경기도 부천시 상동 567-9번지 지하1층,37.50040186,126.7562472
617,자라다남아미술학원,"경기도 부천시 상동 533-11번지 601호, 602호 일부",37.50743028,126.7522995
618,줄리어드음악학원,경기도 부천시 상동 523-8번지 에이스프라자 4층 401호,37.51259337,126.7524972
619,마인드맵에듀논술교습소,경기도 부천시 상동 535-3번지 썬프라자 705호,37.50690193,126.7538281
620,아이맥에듀영어교습소,경기도 부천시 상동 535-3번지 썬프라자 607호,37.50690193,126.7538281
621,상동뮤엠영어교습소,경기도 부천시 상동 592-1번지 1층 일부,37.4938428,126.7436944
622,수학벌레수학교습소,경기도 부천시 상동 527-1번지 진달래마을 202호,37.50831883,126.7549431
623,도도피아노음악교습소,경기도 부천시 상동 570-1번지 상동아이파크 상가동 2층 201호,37.49945823,126.7531065
624,청개구리미술교습소,경기도 부천시 상동 589-1번지 목련마을 상가동 201호,37.4955355,126.7472959
625,슈베르트음악교습소,경기도 부천시 상동 399번지 반달마을 상가동 209호,37.4900638,126.7502431
626,뉴한양피아노과외교습소,경기도 부천시 상동 525-3번지 라일락마을 상가동 202호,37.51111703,126.7531016
627,뮤즈피아노교습소,경기도 부천시 상동 445번지 꿈동산 상가동 204호,37.49301545,126.7570743
628,파란나라피아노교습소,"경기도 부천시 상동 550-1번지 행복한마을 201호,202호",37.50298182,126.7492157
629,한아름해법영어교습소,경기도 부천시 상동 394-1번지 303호,37.49551463,126.7544087
630,아가페음악교습소,경기도 부천시 상동 394번지 한국아파트 상가동 107호 108호,37.49651503,126.7545524
631,애플수학교습소,경기도 부천시 상동 397번지 반달마을 상가동 305호,37.4926762,126.7500195
632,비상잉글리시아이샤이니영어교습소,경기도 부천시 상동 525-3번지 라일락마을 201호,37.51111703,126.7531016
633,수학적사고수학교습소,경기도 부천시 상동 534-1번지 승재 프라자 702호 일부,37.50739566,126.7529669
634,대치유클리드수학교습소,경기도 부천시 상동 542-6번지 메디위즈 502호 일부,37.50339627,126.753444
635,동선바둑교습소,경기도 부천시 상동 400번지 다모아빌딩 5층 502호,37.49123788,126.7515508
636,아이의사고가달라지는국어교습소,경기도 부천시 상동 533-1번지 드라마씨티 4층 401호 일부,37.50770474,126.7500253
637,창의교구수학교습소,경기도 부천시 상동 400번지 다모아빌딩 304호,37.49123788,126.7515508
638,연세윤피아노교습소,경기도 부천시 상동 527-3번지 진달래마을 상가동 205호,37.50803519,126.7571834
639,리틀쇼팽피아노교습소,"경기도 부천시 상동 397번지 반달마을 212호, 213호",37.4926762,126.7500195
640,스마트e(이)영어교습소,경기도 부천시 상동 550-3번지 행복한마을 상가 202호,37.50267977,126.7512184
641,홍익&아트미술교습소,경기도 부천시 상동 533-3번지 아트프라자 509호 일부,37.5076517,126.7505005
642,꿈동산삼성영어교습소,경기도 부천시 상동 445번지 꿈동산마을 1층 105-1호,37.49301545,126.7570743
643,한다국어교습소,경기도 부천시 상동 415번지 사랑마을 214호,37.49584612,126.7578227
644,행복한수학교습소,경기도 부천시 상동 550-1번지 2층 204호,37.50298182,126.7492157
645,코어과학교습소,경기도 부천시 상동 546-2번지 두성프라자 401호 일부,37.50398281,126.7496307
646,아트팩토리미술교습소,경기도 부천시 상동 397번지 반달마을 301호,37.4926762,126.7500195
647,스케치+(플러스)미술교습소,경기도 부천시 상동 551-1번지 푸른마을 202호,37.50262211,126.7537745
648,석사창의미술교습소,경기도 부천시 상동 395번지 반달마을 308호,37.49337612,126.7529119
